S220067,26,B,69.7,6,19,,,Iron   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220068,45,B,24.42,8,146,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220069,173,B,25.62,1,236,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220070,24,B,42.21,41,127,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220071,68,B,24.42,26,168,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220072,74,B,25.62,36,269,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220073,75,B,25.62,36,265,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220074,76,B,25.62,36,265,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220075,74,B,24.42,26,173,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220076,17,B,41.3,26,67,,B22-0836,slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220077,,B,69.7,16,22,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220078,15,B,41.3,2,67,,B22-0838,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220079,35,B,69.7,16,23,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220080,66,B,25.61,43,131,,,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220081,69,B,24.42,42,47,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220082,20,B,41.3,26,68,,,phytoliths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220083,27,B,69.7,16,27,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220084,46,B,69.7,16,27,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220085,19,B,41.3,26,68,,B22-0897,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220086,23,B,41.3,26,68,,B22-0938,burnt bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220087,28,B,41.3,26,69,,B22-0993,mudbrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220088,118,B,24.42,35,187,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220089,85,B,24.42,32,177,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220090,117,B,24.42,34,181,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220091,50,B,69.7,16,28,,B22-1018,charcoal for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220092,30,B,41.3,26,69,,B22-0992,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220093,,B,41.3,26,68,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220094,78,B,69.7,6,78,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220095,91,B,25.62,39,279,,,burnt wood beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220096,47,B,69.7,16,28,,,charcoal for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220097,101,B,24.42,64,194,,,clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220098,32,B,41.3,26,69,,B22-1035,phytoliths to Jeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220099,26,B,41.3,26,69,,B22-0990,phytoliths to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220100,20,B,41.3,26,68,,B22-0896,phytoliths to Jeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220101,31,B,41.3,26,69,,,phytoliths to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220102,276,B,25.62,58,276,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220103,61,B,69.7,20,35,,B22-1078,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220104,62,B,69.7,20,35,,B22-1079,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220105,59,B,69.7,20,35,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220106,81,B,25.61,44,136,,,charcoal for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220107,86,B,24.42,34,179,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220108,43,B,42.21,46,141,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220109,24,B,24.42,42,193,,,charcoal for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220110,89,B,24.42,35,189,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220111,35,B,42.21,46,141,,,obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220112,96,B,69.7,17,43,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220113,93,B,69.7,17,43,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220114,48,B,41.3,26,75,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220115,49,B,41.3,27,75,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220116,184,B,24.42,39,214,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220117,77,B,69.7,17,40,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220118,84,B,69.7,25,42,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220119,91,B,69.7,26,45,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220120,88,B,69.7,17,43,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220121,92,B,42.21,55,156,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220122,90,B,69.7,25,44,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220123,87,B,69.7,17,36,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220124,62,B,42.21,53,154,,,phytoliths in soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220125,61,B,42.21,53,154,,,phytoliths in soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220126,163,B,24.42,68,200,,,sea urchin fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220127,197,B,24.42,39,197,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220128,82,B,69.7,25,42,,B22.1215,seed for carbon dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220129,80,B,69.7,25,42,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220130,169,B,24.42,61,210,,,sea urchin fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220131,81,B,69.7,17,40,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220132,166,B,24.42,6,210,,,mudbrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220133,93,B,25.61,4,133,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220134,65,B,42.21,53,154,,B22.1202,Phytoliths to Jeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220135,70,B,42.21,53,154,,B22.1210,phytoliths to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220136,,B,69.7,32,49,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220137,,B,69.7,29,48,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220138,93,B,42.21,55,156,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220139,196,B,24.42,61,217,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220140,56,B,41.3,27,77,,B22.1304,mortar soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220141,102,B,69.7,29,48,,B22.1339,charcoal for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220142,94,B,42.21,56,162,,,crystalized calcite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220143,98,B,69.7,29,48,,B22.1335,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220144,,B,69.7,17,47,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220145,60,B,41.3,27,77,,,soil to Betty small mortar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220146,171,B,24.42,39,209,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220147,95,B,25.61,5,145,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220148,103,B,69.7,17,43,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220149,118,B,25.62,39,297,,,slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220150,97,B,25.61,5,145,,,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220151,96,B,25.61,5,145,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220152,,B,41.3,,,C/U,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220153,188,B,24.42,39,212,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220154,201,B,24.42,39,216,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220155,52,B,69.7,16,28,,,tessera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220156,92,B,69.7,26,45,,,tessera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220157,205,B,24.42,40,219,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220158,206,B,24.42,40,219,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220159,137,B,25.62,67,298,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220160,62,B,41.3,26,78,,B22-1409,carbonized seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220161,129,B,25.62,39,129,,,carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220162,128,B,25.62,65,65,,,charcoal twigs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220163,111,B,69.7,29,50,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220164,138,B,25.62,39,303,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220165,112,B,69.7,29,50,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220166,113,B,69.7,29,50,,B22-1407,seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220167,123,B,25.62,39,123,,,charcoal wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220168,126,B,25.62,39,126,,B22-1397,carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220169,105,B,69.7,29,50,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220170,106,B,69.7,29,50,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220171,195,B,24.42,61,217,,,rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220172,120,B,25.62,39,297,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220173,103,B,25.61,5,148,,,newly broken glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220174,104,B,25.61,5,148,,,bronze frag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220175,78,B,42.21,55,157,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220176,73,B,41.3,27,81,,,seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220177,124,B,25.62,65,302,,,metal wire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220178,99,B,42.21,43,166,X,,UD/ Frit?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220179,114,B,69.7,31,54,,,unfired tabun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220180,119,B,69.7,29,53,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220181,159,B,69.7,29,53,,,bulk charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220182,115,B,69.7,29,53,,B22-1434,charcoal seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220183,219,B,24.42,76,222,,,ceramic tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220184,145,B,25.62,67,305,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220185,144,B,25.62,65,302,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220186,111,B,25.61,19,154,,B22-1502,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220187,8,B,39.44,0,0,,B22-0187,ceramic tech weight?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220188,71,B,41.3,27,81,,,phytolith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220189,94,B,69.7,7,46,,B22-1268,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220190,66,B,41.3,27,80,,,phytoliths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220191,,B,25.62,39,293,,,residue on cooking pot/to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220192,124,B,69.7,34,58,,B22-1564,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220193,153,B,25.62,71,316,,B22-1621,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220194,125,B,69.7,34,58,,B22-1565,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220195,116,B,25.61,51,155,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220196,77,B,41.3,29,82,,B22-1558,bone for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220197,123,B,25.61,51,157,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220198,122,B,25.61,51,157,,B22-1628,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220199,129,B,69.7,24,60,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220200,131,B,69.7,29,57,,,tabun frags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220201,157,B,25.61,51,157,,,slag sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220202,133,B,69.7,29,57,,,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220203,157,B,25.62,68,309,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220204,159,B,25.62,68,309,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220205,155,B,25.62,68,308,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220206,156,B,25.62,68,308,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220207,158,B,25.62,68,309,,,ceramic tech/mend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220208,77,B,41.3,29,85,,B22-1558,bone for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220209,78,B,41.3,30,86,,B22-1560,bone for dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220210,68,B,25.61,19,130,,,ceramic with carbon/to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220211,87,B,25.62,58,277,,,ceramic with carbon/to Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220212,130,B,69.7,29,57,,,iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220213,127,B,25.61,51,158,,,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220214,238,B,24.42,80,240,,,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S220215,240,B,24.42,43,233,,,vitrified ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
